Individual,Institution_Code,Region,Sex,Ancestry,Sub,Tribe_Clean,Lang_Class,Age,Age_Clean_yr,Age_Group,Completion_%,LUI1MD_mm,LUI1BL_mm,RUI1MD_mm,RUI1BL_mm,LUI2MD_mm,LUI2BL_mm,RUI2MD_mm,RUI2BL_mm,LUCMD_mm,LUCBL_mm,RUCMD_mm,RUCBL_mm,LUP3MD_mm,LUP3BL_mm,RUP3MD_mm,RUP3BL_mm,LUP4MD_mm,LUP4BL_mm,RUP4MD_mm,RUP4BL_mm,LUM1MD_mm,LUM1BL_mm,LUM1MBDL_mm,LUM1MLDB_mm,RUM1MD_mm,RUM1BL_mm,RUM1MBDL_mm,RUM1MLDB_mm,LUM2MD_mm,LUM2BL_mm,LUM2MBDL_mm,LUM2MLDB_mm,RUM2MD_mm,RUM2BL_mm,RUM2MBDL_mm,RUM2MLDB_mm,LLI1MD_mm,LLI1BL_mm,RLI1MD_mm,RLI1BL_mm,LLI2MD_mm,LLI2BL_mm,RLI2MD_mm,RLI2BL_mm,LLCMD_mm,LLCBL_mm,RLCMD_mm,RLCBL_mm,LLP3MD_mm,LLP3BL_mm,RLP3MD_mm,RLP3BL_mm,LLP4MD_mm,LLP4BL_mm,RLP4MD_mm,RLP4BL_mm,LLM1MD_mm,LLM1BL_mm,LLM1MBDL_mm,LLM1MLDB_mm,RLM1MD_mm,RLM1BL_mm,RLM1MBDL_mm,RLM1MLDB_mm,LLM2MD_mm,LLM2BL_mm,LLM2MBDL_mm,LLM2MLDB_mm,RLM2MD_mm,RLM2BL_mm,RLM2MBDL_mm,RLM2MLDB_mm,Bi_LCBL_mm,Bi_LCMD_mm,Bi_LI1BL_mm,Bi_LI1MD_mm,Bi_LI2BL_mm,Bi_LI2MD_mm,Bi_LM1BL_mm,Bi_LM1MBDL_mm,Bi_LM1MD_mm,Bi_LM1MLDB_mm,Bi_LM2BL_mm,Bi_LM2MBDL_mm,Bi_LM2MD_mm,Bi_LM2MLDB_mm,Bi_LP3BL_mm,Bi_LP3MD_mm,Bi_LP4BL_mm,Bi_LP4MD_mm,Bi_UCBL_mm,Bi_UCMD_mm,Bi_UI1BL_mm,Bi_UI1MD_mm,Bi_UI2BL_mm,Bi_UI2MD_mm,Bi_UM1BL_mm,Bi_UM1MBDL_mm,Bi_UM1MD_mm,Bi_UM1MLDB_mm,Bi_UM2BL_mm,Bi_UM2MBDL_mm,Bi_UM2MD_mm,Bi_UM2MLDB_mm,Bi_UP3BL_mm,Bi_UP3MD_mm,Bi_UP4BL_mm,Bi_UP4MD_mm
W4033,Witz,Transvaal,F,white,white,NA,English_Afrikaans,82,82,Older_Adult,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W4335,Witz,Transvaal,F,white,white,NA,English_Afrikaans,89,89,Older_Adult,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.09,6,NA,NA,6.55,7.09,NA,NA,NA,NA,6.76,7.52,NA,NA,6.81,7.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.09,6.55,NA,NA,6,6.09,NA,NA,NA,NA,NA,NA,NA,NA,7.52,6.76,7.89,6.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W4319,Witz,Transvaal,F,white,white,NA,English_Afrikaans,84,84,Older_Adult,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.79,8.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.59,8.25,7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.25,7.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.62,NA,NA,8.98,7.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W2460,Witz,Transvaal,M,white,white,NA,English_Afrikaans,68,68,Older_Adult,75,NA,6.72,NA,NA,6.2,6.34,NA,NA,7.31,8.02,NA,NA,NA,NA,6.85,9.06,NA,NA,NA,NA,NA,12.43,NA,11.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.37,5.62,NA,NA,NA,NA,5.62,6.04,6.44,7.78,NA,NA,6.96,7.56,NA,NA,7.42,8.28,NA,NA,NA,NA,NA,NA,11.76,11.06,12.59,11.85,NA,NA,NA,NA,11.49,10.55,11.69,11.54,7.78,6.44,5.62,5.37,6.04,5.62,11.06,12.59,11.76,11.85,10.55,11.69,11.49,11.54,7.56,6.96,8.28,7.42,8.02,7.31,6.72,NA,6.34,6.2,12.43,NA,NA,11.43,NA,NA,NA,NA,9.06,6.85,NA,NA
W2491,Witz,Transvaal,M,white,white,NA,English_Afrikaans,51,51,Middle_Aged_Adult,61,NA,NA,NA,NA,NA,NA,7.11,6.17,7.72,8.69,NA,NA,7.21,9.23,NA,NA,7.05,9.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.01,11.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.87,6.18,6.93,8.39,NA,NA,6.38,7.57,NA,NA,7.41,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.96,9.89,11.11,11.21,NA,NA,NA,8.39,6.93,NA,NA,6.18,5.87,NA,NA,NA,NA,10.96,9.89,11.21,11.11,7.57,6.38,8.4,7.41,8.69,7.72,NA,NA,6.17,7.11,NA,NA,NA,NA,12.01,11.85,NA,NA,9.23,7.21,9.19,7.05
W2010,Witz,Transvaal,M,white,white,NA,English_Afrikaans,18,18,Young_Adult,94,NA,NA,NA,NA,6.76,6.28,NA,NA,7.79,8.36,NA,NA,6.96,9.51,NA,NA,6.2,9.15,NA,NA,10.34,11.31,12.19,11.28,NA,NA,NA,NA,9.13,11.11,11.04,10.58,NA,NA,NA,NA,5.04,5.54,NA,NA,NA,NA,5.7,5.74,7.09,8.34,NA,NA,6.9,8.09,NA,NA,7.09,8.1,NA,NA,11.21,10.11,11.46,11.4,NA,NA,NA,NA,10.49,9.75,11.2,11.23,NA,NA,NA,NA,8.34,7.09,5.54,5.04,5.74,5.7,10.11,11.46,11.21,11.4,9.75,11.2,10.49,11.23,8.09,6.9,8.1,7.09,8.36,7.79,NA,NA,6.28,6.76,11.31,12.19,10.34,11.28,11.11,11.04,9.13,10.58,9.51,6.96,9.15,6.2
W3754,Witz,Transvaal,F,white,white,NA,English_Afrikaans,59,59,Middle_Aged_Adult,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.25,10.97,11.08,10.74,5.07,5.9,NA,NA,5.75,5.88,NA,NA,6.17,7.03,NA,NA,6.75,7.6,NA,NA,NA,NA,NA,8.2,NA,NA,NA,NA,NA,9.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.03,6.17,5.9,5.07,5.88,5.75,9.84,NA,NA,NA,NA,NA,NA,NA,7.6,6.75,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.97,11.08,10.25,10.74,NA,NA,NA,NA
W3928,Witz,Transvaal,M,white,white,NA,English_Afrikaans,65,65,Older_Adult,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.05,9.92,NA,NA,NA,NA,NA,NA,10.92,11.97,12.88,11.51,9.18,12.07,12.5,10.55,NA,NA,NA,NA,NA,5.9,NA,NA,NA,6.27,NA,NA,NA,8.37,NA,NA,7.27,8.68,NA,NA,NA,NA,7.11,9.03,11.14,11.22,12.68,11.59,NA,NA,NA,NA,10.78,11.83,12.41,11.97,NA,NA,NA,NA,8.37,NA,5.9,NA,6.27,NA,11.22,12.68,11.14,11.59,11.83,12.41,10.78,11.97,8.68,7.27,9.03,7.11,NA,NA,NA,NA,NA,NA,11.97,12.88,10.92,11.51,12.07,12.5,9.18,10.55,NA,NA,9.92,7.05
W3933,Witz,Transvaal,M,white,white,NA,English_Afrikaans,48,48,Middle_Aged_Adult,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.76,9.62,NA,9.7,NA,NA,NA,NA,NA,NA,NA,12.2,13.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.73,5.56,NA,NA,6.59,6.44,NA,NA,NA,NA,8.35,8.52,NA,NA,NA,8.39,NA,NA,NA,9.12,12.34,11.21,12.91,12.49,NA,NA,NA,NA,NA,NA,NA,NA,12.55,11.49,12.82,12.66,8.52,8.35,5.56,5.73,6.44,6.59,11.21,12.91,12.34,12.49,11.49,12.82,12.55,12.66,8.39,NA,9.12,NA,NA,NA,NA,NA,NA,NA,12.2,13.21,NA,NA,NA,NA,NA,NA,9.62,7.76,9.7,NA
W3935,Witz,Transvaal,M,white,white,NA,English_Afrikaans,58,58,Middle_Aged_Adult,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.42,9.89,NA,NA,NA,NA,7.38,10.06,NA,NA,NA,NA,10.63,12.34,13.23,11.62,10.42,13.56,13.53,11.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.96,8.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,11.51,11.84,12.12,8.08,6.96,NA,NA,NA,NA,NA,NA,NA,NA,11.51,11.84,11.7,12.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.34,13.23,10.63,11.62,13.56,13.53,10.42,11.36,9.89,7.42,10.06,7.38
W4092,Witz,Transvaal,M,white,white,NA,English_Afrikaans,54,54,Middle_Aged_Adult,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.12,NA,NA,NA,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.12,NA,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W3948,Witz,Transvaal,M,white,white,NA,English_Afrikaans,45,45,Middle_Aged_Adult,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.87,6.29,NA,NA,7.03,7.97,NA,NA,7.43,7.77,NA,NA,NA,8.6,NA,NA,11.94,10.49,12.16,11.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.97,7.03,NA,NA,6.29,5.87,10.49,12.16,11.94,11.84,NA,NA,NA,NA,7.77,7.43,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W4089,Witz,Transvaal,M,white,white,NA,English_Afrikaans,71,71,Older_Adult,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.37,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.82,12.63,13.63,11.98,NA,NA,5.21,NA,NA,NA,5.98,6.36,NA,NA,6.87,7.47,7.19,7.46,NA,NA,NA,NA,7.16,8.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.47,6.87,NA,5.21,6.36,5.98,NA,NA,NA,NA,NA,NA,NA,NA,7.46,7.19,8.12,7.16,NA,NA,NA,NA,NA,NA,12.37,12.5,NA,NA,12.63,13.63,12.82,11.98,NA,NA,NA,NA
W4354,Witz,Transvaal,M,white,white,NA,English_Afrikaans,71,71,Older_Adult,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.45,NA,8.43,NA,NA,6.61,8.86,NA,NA,NA,11.13,12.27,10.77,NA,NA,NA,NA,11.17,11.95,11.77,10.06,NA,NA,NA,NA,NA,NA,NA,NA,6.15,6.55,NA,NA,NA,NA,6.98,8.12,6.5,7.3,NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.12,6.98,NA,NA,6.55,6.15,NA,NA,NA,NA,NA,NA,NA,NA,7.3,6.5,7.8,NA,8.45,NA,NA,NA,NA,NA,11.13,12.27,NA,10.77,11.95,11.77,11.17,10.06,8.43,NA,8.86,6.61
W4366,Witz,Transvaal,M,white,white,NA,English_Afrikaans,64,64,Older_Adult,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.62,NA,NA,NA,NA,NA,NA,7.23,9.1,NA,NA,7.71,8.83,NA,NA,7.39,9.16,NA,NA,12.18,11.26,12.77,12.37,NA,NA,NA,NA,NA,NA,NA,NA,12.11,10.49,11.38,11.81,9.1,7.23,6.62,NA,NA,NA,11.26,12.77,12.18,12.37,10.49,11.38,12.11,11.81,8.83,7.71,9.16,7.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W4305,Witz,Transvaal,M,white,white,NA,English_Afrikaans,69,69,Older_Adult,92,NA,NA,NA,NA,NA,6.22,NA,NA,7.79,8.27,NA,NA,NA,NA,6.74,8.82,6.64,8.61,NA,NA,9.76,11.04,10.65,11.94,NA,NA,NA,NA,9.94,11.66,12.18,11.85,NA,NA,NA,NA,5.07,5.01,NA,NA,NA,NA,5.68,5.56,6.98,7.07,NA,NA,7.12,7.98,NA,NA,6.95,8.27,NA,NA,11.02,10.04,11.18,10.96,NA,NA,NA,NA,11.08,10.57,11.91,11.64,NA,NA,NA,NA,7.07,6.98,5.01,5.07,5.56,5.68,10.04,11.18,11.02,10.96,10.57,11.91,11.08,11.64,7.98,7.12,8.27,6.95,8.27,7.79,NA,NA,6.22,NA,11.04,10.65,9.76,11.94,11.66,12.18,9.94,11.85,8.82,6.74,8.61,6.64
W4294,Witz,Transvaal,F,white,white,NA,English_Afrikaans,63,63,Older_Adult,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.52,8.57,NA,NA,NA,NA,NA,NA,9.58,10.74,10.91,9.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.37,5.68,NA,NA,5.82,6.1,6.39,7.52,NA,NA,6.56,7.28,NA,NA,6.83,8.02,NA,NA,NA,9.25,NA,NA,NA,NA,NA,NA,10.43,9.77,10.34,10.71,NA,NA,NA,NA,7.52,6.39,5.68,5.37,6.1,5.82,9.25,NA,NA,NA,9.77,10.34,10.43,10.71,7.28,6.56,8.02,6.83,NA,NA,NA,NA,NA,NA,10.74,10.91,9.58,9.85,NA,NA,NA,NA,8.57,6.52,NA,NA
W4284,Witz,Transvaal,F,white,white,NA,English_Afrikaans,87,87,Older_Adult,81,NA,NA,NA,NA,NA,NA,NA,NA,8.02,8.8,NA,NA,7.08,9.09,NA,NA,6.85,8.81,NA,NA,11.5,12.03,NA,12.16,NA,NA,NA,NA,10.81,11.8,12.32,11.41,NA,NA,NA,NA,6.12,6.24,NA,NA,NA,NA,NA,NA,7.44,8.61,NA,NA,6.95,8.17,NA,NA,7.09,8.78,NA,NA,12.55,11.52,12.69,12.62,NA,NA,NA,NA,11.24,11.34,12.18,12.52,NA,NA,NA,NA,8.61,7.44,6.24,6.12,NA,NA,11.52,12.69,12.55,12.62,11.34,12.18,11.24,12.52,8.17,6.95,8.78,7.09,8.8,8.02,NA,NA,NA,NA,12.03,NA,11.5,12.16,11.8,12.32,10.81,11.41,9.09,7.08,8.81,6.85
W4279,Witz,Transvaal,M,white,white,NA,English_Afrikaans,56,56,Middle_Aged_Adult,89,9.55,7.84,NA,NA,7.34,7.25,NA,NA,8.64,9.46,NA,NA,6.8,9.61,NA,NA,6.66,9.49,NA,NA,11.13,11.66,12.76,11.75,NA,NA,NA,NA,10.56,11.92,12.85,11.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,8.56,NA,NA,6.96,8.87,NA,NA,7.14,8.7,NA,NA,10.88,10.9,12.1,11.85,NA,NA,NA,NA,10.5,11.23,12.2,11.45,NA,NA,NA,NA,8.56,7.8,NA,NA,NA,NA,10.9,12.1,10.88,11.85,11.23,12.2,10.5,11.45,8.87,6.96,8.7,7.14,9.46,8.64,7.84,9.55,7.25,7.34,11.66,12.76,11.13,11.75,11.92,12.85,10.56,11.43,9.61,6.8,9.49,6.66
W4090,Witz,Transvaal,M,white,white,NA,English_Afrikaans,47,47,Middle_Aged_Adult,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.26,7.98,NA,NA,6.21,8.43,NA,NA,6.5,8.8,9.63,10.95,11.57,10.62,NA,NA,NA,NA,NA,NA,NA,NA,9.29,11.04,11.06,10.33,NA,NA,NA,NA,NA,6.14,NA,NA,NA,NA,5.99,6.86,6.34,7.5,NA,NA,6.99,7.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.86,5.99,NA,NA,6.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,6.34,7.92,6.99,7.98,7.26,NA,NA,NA,NA,10.95,11.57,9.63,10.62,11.04,11.06,9.29,10.33,8.43,6.21,8.8,6.5
W4084,Witz,Transvaal,F,white,white,NA,English_Afrikaans,77,77,Older_Adult,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.73,5.97,NA,NA,6.25,6.2,NA,NA,6.79,7.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.51,6.79,5.97,5.73,6.2,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W4081,Witz,Transvaal,M,white,white,NA,English_Afrikaans,60,60,Middle_Aged_Adult,58,8.36,7.94,NA,NA,NA,NA,NA,6.53,7.86,8.8,NA,NA,5.75,8.27,NA,NA,6.45,9.74,NA,NA,NA,NA,NA,NA,NA,11.66,12.62,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.33,6.43,NA,NA,NA,6.75,7.01,8.13,NA,NA,6.82,7.53,NA,NA,6.97,7.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.13,7.01,6.43,5.33,6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.53,6.82,7.98,6.97,8.8,7.86,7.94,8.36,6.53,NA,11.66,12.62,NA,11.2,NA,NA,NA,NA,8.27,5.75,9.74,6.45
W4028,Witz,Transvaal,M,white,white,NA,English_Afrikaans,81,81,Older_Adult,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.93,9.7,NA,NA,NA,NA,NA,NA,11.88,12.16,11.96,12.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.86,6.35,6.9,NA,NA,8.19,7.05,8.12,NA,NA,7.35,8.45,NA,NA,NA,11.28,NA,12.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.19,6.9,NA,NA,6.35,6.86,11.28,NA,NA,12.55,NA,NA,NA,NA,8.12,7.05,8.45,7.35,NA,NA,NA,NA,NA,NA,12.16,11.96,11.88,12.77,NA,NA,NA,NA,9.7,6.93,NA,NA
W2184,Witz,Transvaal,F,white,white,NA,English_Afrikaans,64,64,Older_Adult,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.15,5.83,NA,NA,NA,NA,5.85,6.29,6.34,7.38,NA,NA,7.4,7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.38,6.34,5.83,5.15,6.29,5.85,NA,NA,NA,NA,NA,NA,NA,NA,7.62,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W2179,Witz,Transvaal,F,white,white,NA,English_Afrikaans,19,19,Young_Adult,94,NA,NA,7.96,8,6.21,6.76,NA,NA,7.66,8.68,NA,NA,6.6,9.43,NA,NA,6.3,9.67,NA,NA,NA,11.27,12.09,10.91,NA,NA,NA,NA,9.07,12.2,12.15,9.98,NA,NA,NA,NA,NA,NA,5.3,6.03,NA,NA,5.59,6.47,NA,NA,6.38,7.79,6.64,8.57,NA,NA,NA,8.87,NA,NA,10.61,10.2,11.48,10.96,NA,NA,NA,NA,9.48,10,11.43,10.65,NA,NA,NA,NA,7.79,6.38,6.03,5.3,6.47,5.59,10.2,11.48,10.61,10.96,10,11.43,9.48,10.65,8.57,6.64,8.87,NA,8.68,7.66,8,7.96,6.76,6.21,11.27,12.09,NA,10.91,12.2,12.15,9.07,9.98,9.43,6.6,9.67,6.3
W2117,Witz,Transvaal,F,white,white,NA,English_Afrikaans,66,66,Older_Adult,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.15,6.41,NA,NA,4.84,6.02,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,6.41,5.15,6.02,4.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W2409,Witz,Transvaal,F,white,white,NA,English_Afrikaans,21,21,Middle_Aged_Adult,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,6.32,NA,NA,5.63,6.91,NA,NA,NA,NA,7.31,8.25,6.84,8.6,NA,NA,7.32,9.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.03,10.6,11.81,11.31,NA,NA,NA,NA,8.25,7.31,6.32,5.2,6.91,5.63,NA,NA,NA,NA,10.6,11.81,11.03,11.31,8.6,6.84,9.43,7.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W2930,Witz,Transvaal,F,white,white,NA,English_Afrikaans,49,49,Middle_Aged_Adult,47,NA,NA,NA,NA,NA,NA,NA,NA,7.24,8.24,NA,NA,NA,8.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.77,5.96,NA,NA,NA,NA,6.7,5.93,NA,NA,6.67,7.4,6.66,7.17,NA,NA,NA,NA,7.05,8.16,NA,NA,NA,NA,NA,NA,NA,NA,10,9.62,10.75,10.37,NA,NA,NA,NA,7.4,6.67,5.96,5.77,5.93,6.7,NA,NA,NA,NA,9.62,10.75,10,10.37,7.17,6.66,8.16,7.05,8.24,7.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.74,NA,NA,NA
W3129,Witz,Transvaal,F,white,white,NA,English_Afrikaans,29,29,Middle_Aged_Adult,89,NA,NA,9.28,7.64,7.75,6.61,NA,NA,NA,NA,8.47,8.71,NA,NA,7.25,9.92,NA,NA,NA,NA,10.72,11.63,12.8,11.88,NA,NA,NA,NA,10.81,12.26,12.51,12.05,NA,NA,NA,NA,NA,NA,5.75,5.88,6.5,6.57,NA,NA,7.05,8.23,NA,NA,7.23,8.28,NA,NA,7.7,8.69,NA,NA,12.07,10.65,12.41,12.39,NA,NA,NA,NA,12.19,NA,NA,12.37,NA,NA,NA,NA,8.23,7.05,5.88,5.75,6.57,6.5,10.65,12.41,12.07,12.39,NA,NA,12.19,12.37,8.28,7.23,8.69,7.7,8.71,8.47,7.64,9.28,6.61,7.75,11.63,12.8,10.72,11.88,12.26,12.51,10.81,12.05,9.92,7.25,NA,NA
W3603,Witz,Transvaal,F,white,white,NA,English_Afrikaans,46,46,Middle_Aged_Adult,78,8.57,7.34,NA,NA,NA,NA,NA,NA,7.49,8.06,NA,NA,6.7,9.41,NA,NA,6.57,9.3,NA,NA,10.2,11.52,12.31,11.46,NA,NA,NA,NA,NA,NA,NA,NA,10.3,NA,NA,NA,5.33,5.6,NA,NA,6.02,6.01,NA,NA,NA,NA,6.71,7.63,7.07,8.24,NA,NA,NA,NA,NA,NA,NA,10.66,11.82,11.44,NA,NA,NA,NA,NA,NA,NA,NA,10.61,10.25,11.71,10.8,7.63,6.71,5.6,5.33,6.01,6.02,10.66,11.82,NA,11.44,10.25,11.71,10.61,10.8,8.24,7.07,NA,NA,8.06,7.49,7.34,8.57,NA,NA,11.52,12.31,10.2,11.46,NA,NA,10.3,NA,9.41,6.7,9.3,6.57
W1805,Witz,Transvaal,M,white,white,NA,English_Afrikaans,43,43,Middle_Aged_Adult,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,NA,NA,6.82,9.54,NA,NA,NA,NA,NA,NA,10.82,11.87,12.45,11.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.32,6.4,NA,NA,5.99,6.68,NA,NA,7.14,8.64,NA,NA,6.84,7.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.27,10.72,11.9,11.47,NA,NA,NA,NA,8.64,7.14,6.4,5.32,6.68,5.99,NA,NA,NA,NA,10.72,11.9,11.27,11.47,7.93,6.84,NA,NA,9.2,NA,NA,NA,NA,NA,11.87,12.45,10.82,11.34,NA,NA,NA,NA,9.54,6.82,NA,NA
